"","species","genus","family","other","ncbi","custom","rank"
"10782","Scytalopus superciliaris","Scytalopus","Rhinocryptidae",NA,1,NA,"species"
"10783","Eurystomus gularis","Eurystomus","Coraciidae",NA,1,NA,"species"
"10784","Peucedramus taeniatus","Peucedramus","Fringillidae",NA,1,NA,"species"
"10785","Pitta sordida","Pitta","Pittidae",NA,1,NA,"species"
"10786","Calyptomena viridis","Calyptomena","Eurylaimidae",NA,1,NA,"species"
"10787","Dryoscopus gambensis","Dryoscopus","Malaconotidae",NA,1,NA,"species"
"10788","Chloropsis cyanopogon","Chloropsis","Irenidae",NA,1,NA,"species"
"10789","Erpornis zantholeuca","Erpornis","Timaliidae",NA,1,NA,"species"
"10790","Erythrocercus mccallii","Erythrocercus","Dicruridae",NA,1,NA,"species"
"10791","Todus mexicanus","Todus","Todidae",NA,1,NA,"species"
"10792","Pomatostomus ruficeps","Pomatostomus","Timaliidae",NA,1,NA,"species"
"10793","Neodrepanis coruscans","Neodrepanis","Philepittidae",NA,1,NA,"species"
"10794","Oxylabes madagascariensis","Oxylabes","Timaliidae",NA,1,NA,"species"
"10795","Mystacornis crossleyi","Mystacornis","Timaliidae",NA,1,NA,"species"
"10796","Hypocryptadius cinnamomeus","Hypocryptadius","Zosteropidae",NA,1,NA,"species"
"10797","Furnarius figulus","Furnarius","Furnariidae",NA,1,NA,"species"
"10798","Mionectes macconnelli","Mionectes","Tyrannidae",NA,1,NA,"species"
"10799","Crotophaga sulcirostris","Crotophaga","Crotophagidae",NA,1,NA,"species"
"10800","Neopipo cinnamomea","Neopipo","Tyrannidae",NA,1,NA,"species"
"10801","Nyctiprogne leucopyga","Nyctiprogne","Caprimulgidae",NA,1,NA,"species"
"10802","Herpetotheres cachinnans","Herpetotheres","Falconidae",NA,1,NA,"species"
"10803","Alopecoenas beccarii","Alopecoenas","Columbidae",NA,1,NA,"species"
"10804","Piprites chloris","Piprites","Pipridae",NA,1,NA,"species"
"10805","Trogon melanurus","Trogon","Trogonidae",NA,2,NA,"species"
"10806","Spizaetus tyrannus","Spizaetus","Accipitridae",NA,1,NA,"species"
"10807","Piaya cayana","Piaya","Coccyzidae",NA,1,NA,"species"
"10808","Glaucidium brasilianum","Glaucidium","Strigidae",NA,1,NA,"species"
"10809","Circaetus pectoralis","Circaetus","Accipitridae",NA,1,NA,"species"
"10810","Corythaixoides concolor","Corythaixoides","Musophagidae",NA,1,NA,"species"
"10811","Anthoscopus minutus","Anthoscopus","Paridae",NA,1,NA,"species"
"10812","Zapornia atra","Zapornia","Rallidae",NA,1,NA,"species"
"10813","Buphagus erythrorhynchus","Buphagus","Sturnidae",NA,1,NA,"species"
"10814","Urocynchramus pylzowi","Urocynchramus","Fringillidae",NA,1,NA,"species"
"10815","Chaetops frenatus","Chaetops","Picathartidae",NA,1,NA,"species"
"10816","Pelecanoides urinatrix","Pelecanoides","Pelecanoididae",NA,1,NA,"species"
"10817","Tichodroma muraria","Tichodroma","Sittidae",NA,1,NA,"species"
"10818","Brachypteracias leptosomus","Brachypteracias","Brachypteraciidae",NA,1,NA,"species"
"10819","Dromas ardeola","Dromas","Dromadidae",NA,1,NA,"species"
"10820","Bucorvus abyssinicus","Bucorvus","Bucorvidae",NA,1,NA,"species"
"10821","Prunella himalayana","Prunella","Passeridae",NA,1,NA,"species"
"10822","Ceyx cyanopectus","Ceyx","Alcedinidae",NA,1,NA,"species"
"10823","Calcarius ornatus","Calcarius","Fringillidae",NA,1,NA,"species"
"10824","Centropus bengalensis","Centropus","Centropidae",NA,2,NA,"species"
"10825","Centropus unirufus","Centropus","Centropidae",NA,1,NA,"species"
"10826","Columbina picui","Columbina","Columbidae",NA,1,NA,"species"
"10827","Chroicocephalus maculipennis","Chroicocephalus","Laridae",NA,1,NA,"species"
"10828","Spizella passerina","Spizella","Passerellidae",NA,1,NA,"species"
"10829","Halcyon senegalensis","Halcyon","Alcedinidae",NA,1,NA,"species"
"10830","Pterocles burchelli","Pterocles","Pteroclidae",NA,1,NA,"species"
"10831","Onychorhynchus coronatus","Onychorhynchus","Tyrannidae",NA,1,NA,"species"
"10832","Orthonyx spaldingii","Orthonyx","Orthonychidae",NA,1,NA,"species"
"10833","Struthidea cinerea","Struthidea","Corcoracidae",NA,1,NA,"species"
"10834","Melanocharis versteri","Melanocharis","Melanocharitidae",NA,1,NA,"species"
"10835","Cnemophilus loriae","Cnemophilus","Corvidae",NA,1,NA,"species"
"10836","Ifrita kowaldi","Ifrita","Cinclosomatidae",NA,1,NA,"species"
"10837","Oreocharis arfaki","Oreocharis","Paramythiidae",NA,1,NA,"species"
"10838","Machaerirhynchus nigripectus","Machaerirhynchus","Dicruridae",NA,1,NA,"species"
"10839","Grantiella picta","Grantiella","Meliphagidae",NA,1,NA,"species"
"10840","Origma solitaria","Origma","Acanthizidae",NA,1,NA,"species"
"10841","Climacteris rufus","Climacteris","Climacteridae",NA,1,NA,"species"
"10842","Atrichornis clamosus","Atrichornis","Menuridae",NA,1,NA,"species"
"10843","Horornis vulcanius","Horornis","Scotocercidae",NA,1,NA,"species"
"10844","Aegotheles bennettii","Aegotheles","Aegothelidae",NA,1,NA,"species"
"10845","Drymodes brunneopygia","Drymodes","Petroicidae",NA,1,NA,"species"
"10846","Ibidorhyncha struthersii","Ibidorhyncha","Charadriidae",NA,1,NA,"species"
"10847","Sapayoa aenigma","Sapayoa","Tyrannidae",NA,1,NA,"species"
"10848","Urocolius indicus","Urocolius","Coliidae",NA,1,NA,"species"
"10849","Pteruthius melanotis","Pteruthius","Timaliidae",NA,1,NA,"species"
"10850","Chloropsis hardwickii","Chloropsis","Irenidae",NA,1,NA,"species"
"10851","Nothocercus julius","Nothocercus","Tinamidae",NA,1,NA,"species"
"10852","Nothocercus nigrocapillus","Nothocercus","Tinamidae",NA,1,NA,"species"
"10853",NA,"Nothoprocta","Tinamidae",NA,1,NA,"genus"
"10854","Calidris pugnax","Calidris","Scolopacidae",NA,1,NA,"species"
"10855","Sporophila hypoxantha","Sporophila","Thraupidae",NA,1,NA,"species"
"10856","Phalacrocorax auritus","Phalacrocorax","Phalacrocoracidae",NA,1,NA,"species"
"10857","Phalacrocorax harrisi","Phalacrocorax","Phalacrocoracidae",NA,2,NA,"species"
"10858","Saxicola maurus","Saxicola","Muscicapidae",NA,1,NA,"species"
"10859","Rhegmatorhina hoffmannsi","Rhegmatorhina","Thamnophilidae",NA,1,NA,"species"
"10860","Erithacus rubecula","Erithacus","Turdidae",NA,1,NA,"species"
"10861","Aphelocoma coerulescens","Aphelocoma","Corvidae",NA,1,NA,"species"
"10862","Cercotrichas coryphoeus","Cercotrichas","Muscicapidae",NA,1,NA,"species"
"10863","Calonectris borealis","Calonectris","Procellariidae",NA,1,NA,"species"
"10864","Apteryx rowi","Apteryx","Apterygidae",NA,1,NA,"species"
"10865","Crypturellus cinnamomeus","Crypturellus","Tinamidae",NA,1,NA,"species"
"10866","Nothoprocta perdicaria","Nothoprocta","Tinamidae",NA,1,NA,"species"
"10867","Charadrius alexandrinus","Charadrius","Charadriidae",NA,1,NA,"species"
"10868","Manacus manacus","Manacus","Pipridae",NA,1,NA,"species"
"10869","Molothrus ater","Molothrus","Icteridae",NA,1,NA,"species"
"10870","Nesospiza acunhae","Nesospiza","Thraupidae",NA,1,NA,"species"
"10871","Xiphorhynchus elegans","Xiphorhynchus","Dendrocolaptidae",NA,1,NA,"species"
"10872","Corvus moneduloides","Corvus","Corvidae",NA,1,NA,"species"
"10873","Gagata melanopterus","Gagata","Sisoridae",NA,1,NA,"species"
"10874","Setipinna phasa","Setipinna","Engraulidae",NA,1,NA,"species"
"10875","Ophichthys cuchia","Ophichthys","Synbranchidae",NA,1,NA,"species"
"10876","Xenentodon cancila","Xenentodon","Belonidae",NA,1,NA,"species"
"10877","Corica soborna","Corica","Clupeidae",NA,1,NA,"species"
"10878","Ompok bimaculatus","Ompok","Siluridae",NA,1,NA,"species"
"10879","Mystus bleekeri","Mystus","Bagridae",NA,1,NA,"species"
"10880","Puntius sophore","Puntius","Cyprinidae",NA,1,NA,"species"
"10881","Macrognathus aral","Macrognathus","Mastacembelidae",NA,1,NA,"species"
"10882","Neolissochilus hexastichus","Neolissochilus","Cyprinidae",NA,1,NA,"species"
"10883","Bothrops diporus","Bothrops","Viperidae",NA,1,NA,"species"
"10884","Ostorhinchus fleurieu","Ostorhinchus","Apogonidae",NA,1,NA,"species"
"10885","Oligodon annamensis","Oligodon","Colubridae",NA,1,NA,"species"
"10886","Glyptothorax annandalei","Glyptothorax","Sisoridae",NA,1,NA,"species"
"10887","Nanorana chayuensis","Nanorana","Dicroglossidae",NA,1,NA,"species"
"10888","Pseudoxenodon macrops","Pseudoxenodon","Colubridae",NA,1,NA,"species"
"10889","Paradiplospinus antarcticus","Paradiplospinus","Gempylidae",NA,1,NA,"species"
"10890","Lorius chlorocercus","Lorius","Psittaculidae",NA,1,NA,"species"
"10891","Microhyla nepenthicola","Microhyla","Microhylidae",NA,1,NA,"species"
"10892","Microhyla minuta","Microhyla","Microhylidae",NA,1,NA,"species"
"10893","Microhyla chakrapanii","Microhyla","Microhylidae",NA,1,NA,"species"
"10894","Microhyla mymensinghensis","Microhyla","Microhylidae",NA,1,NA,"species"
"10895","Microhyla picta","Microhyla","Microhylidae",NA,2,NA,"species"
"10896","Microhyla sp. 2 VG-2020","Microhyla","Microhylidae",NA,2,NA,"species"
"10897","Microphysogobio jeoni","Microphysogobio","Gobionidae",NA,1,NA,"species"
"10898","Astyanax altiparanae","Astyanax","Characidae",NA,1,NA,"species"
"10899","Gymnotus cuia","Gymnotus","Gymnotidae",NA,1,NA,"species"
"10900","Micrurus surinamensis","Micrurus","Elapidae",NA,1,NA,"species"
"10901","Locustella castanea","Locustella","Locustellidae",NA,4,NA,"species"
"10902","Neolissochilus benasi","Neolissochilus","Cyprinidae",NA,1,NA,"species"
"10903","Crossodactylodes itambe","Crossodactylodes","Leptodactylidae",NA,2,NA,"species"
"10904",NA,NA,"Artedidraconidae",NA,1,NA,"family"
"10905","Certhia himalayana","Certhia","Certhiidae",NA,1,NA,"species"
"10906","Brochis multiradiatus","Brochis","Callichthyidae",NA,1,NA,"species"
"10907","Corydoras agassizii","Corydoras","Callichthyidae",NA,1,NA,"species"
"10908","Barilius malabaricus","Barilius","Danionidae",NA,1,NA,"species"
"10909","Plectropomus laevis","Plectropomus","Serranidae",NA,1,NA,"species"
"10910","Prionurus biafraensis","Prionurus","Acanthuridae",NA,1,NA,"species"
"10911","Synchiropus sycorax","Synchiropus","Callionymidae",NA,1,NA,"species"
"10912","Megophrys numhbumaeng","Megophrys","Megophryidae",NA,1,NA,"species"
"10913","Corvus dauuricus","Corvus","Corvidae",NA,1,NA,"species"
"10914","Liobagrus somjinensis","Liobagrus","Amblycipitidae",NA,1,NA,"species"
"10915","Cobitis hugowolfeldi","Cobitis","Cobitidae",NA,1,NA,"species"
"10916","Glaucostegus granulatus","Glaucostegus","Glaucostegidae",NA,1,NA,"species"
"10917","Etheostoma trisella","Etheostoma","Percidae",NA,1,NA,"species"
"10918","Pseudocrossocheilus tridentis","Pseudocrossocheilus","Cyprinidae",NA,1,NA,"species"
"10919","Delichon urbicum","Delichon","Hirundinidae",NA,2,NA,"species"
"10920","Hirundo albigularis","Hirundo","Hirundinidae",NA,1,NA,"species"
"10921","Callionymus olidus","Callionymus","Callionymidae",NA,1,NA,"species"
"10922","Hirundo dimidiata","Hirundo","Hirundinidae",NA,1,NA,"species"
"10923","Oryzias uwai","Oryzias","Adrianichthyidae",NA,1,NA,"species"
"10924","Hirundo tahitica","Hirundo","Hirundinidae",NA,1,NA,"species"
"10925","Hirundo neoxena","Hirundo","Hirundinidae",NA,1,NA,"species"
"10926","Hirundo angolensis","Hirundo","Hirundinidae",NA,1,NA,"species"
"10927","Hirundo smithii","Hirundo","Hirundinidae",NA,1,NA,"species"
"10928","Siniperca fortis","Siniperca","Sinipercidae",NA,1,NA,"species"
"10929","Nematobrycon palmeri","Nematobrycon","Characidae",NA,1,NA,"species"
"10930",NA,"Trematomus","Nototheniidae",NA,1,NA,"genus"
"10931","Paradoxornis heudei","Paradoxornis","Muscicapidae",NA,1,NA,"species"
"10932","Arborophila atrogularis","Arborophila","Phasianidae",NA,1,NA,"species"
"10933","Arborophila cambodiana","Arborophila","Phasianidae",NA,1,NA,"species"
"10934","Arborophila hyperythra","Arborophila","Phasianidae",NA,1,NA,"species"
"10935","Arborophila javanica","Arborophila","Phasianidae",NA,1,NA,"species"
"10936","Arborophila mandellii","Arborophila","Phasianidae",NA,1,NA,"species"
"10937","Arborophila orientalis","Arborophila","Phasianidae",NA,1,NA,"species"
"10938","Arborophila rubrirostris","Arborophila","Phasianidae",NA,1,NA,"species"
"10939","Pomacanthus arcuatus","Pomacanthus","Pomacanthidae",NA,1,NA,"species"
"10940","Ctenochaetus flavicauda","Ctenochaetus","Acanthuridae",NA,1,NA,"species"
"10941","Pseudogobio guilinensis","Pseudogobio","Gobionidae",NA,1,NA,"species"
"10942","Notothenia rossii","Notothenia","Nototheniidae",NA,1,NA,"species"
"10943","Crossodactylodes septentrionalis","Crossodactylodes","Leptodactylidae",NA,1,NA,"species"
"10944","Crossodactylodes sp. 1 MTS-2020","Crossodactylodes","Leptodactylidae",NA,1,NA,"species"
"10945","Paratelmatobius cf. segallai MTS-2020","Paratelmatobius","Leptodactylidae",NA,1,NA,"species"
"10946","Paratelmatobius yepiranga","Paratelmatobius","Leptodactylidae",NA,1,NA,"species"
"10947","Scythrophrys sp. CFBHT_22738","Scythrophrys","Leptodactylidae",NA,1,NA,"species"
"10948","Columba hodgsonii","Columba","Columbidae",NA,1,NA,"species"
"10949","Boana nigra","Boana","Hylidae",NA,1,NA,"species"
"10950","Boana rosenbergi","Boana","Hylidae",NA,1,NA,"species"
"10951","Boana ventrimaculata","Boana","Hylidae",NA,1,NA,"species"
"10952","Melanoperdix niger","Melanoperdix","Phasianidae",NA,2,NA,"species"
"10953","Geopelia cuneata","Geopelia","Columbidae",NA,1,NA,"species"
"10954","Batrachuperus sp. 2 PZ-2020","Batrachuperus","Hynobiidae",NA,1,NA,"species"
"10955","Nyctimantis arapapa","Nyctimantis","Hylidae",NA,1,NA,"species"
"10956","Nyctimantis bokermanni","Nyctimantis","Hylidae",NA,1,NA,"species"
"10957","Nyctimantis cf. brunoi BLB-2020","Nyctimantis","Hylidae",NA,1,NA,"species"
"10958",NA,"Nyctimantis","Hylidae",NA,1,NA,"genus"
"10959","Nyctimantis galeata","Nyctimantis","Hylidae",NA,1,NA,"species"
"10960","Nyctimantis pomba","Nyctimantis","Hylidae",NA,1,NA,"species"
"10961","Nyctimantis rugiceps","Nyctimantis","Hylidae",NA,1,NA,"species"
"10962","Phyllodytes acuminatus","Phyllodytes","Hylidae",NA,1,NA,"species"
"10963","Phyllodytes brevirostris","Phyllodytes","Hylidae",NA,1,NA,"species"
"10964","Phyllodytes edelmoi","Phyllodytes","Hylidae",NA,1,NA,"species"
"10965","Phyllodytes gyrinaethes","Phyllodytes","Hylidae",NA,1,NA,"species"
"10966","Phyllodytes kautskyi","Phyllodytes","Hylidae",NA,1,NA,"species"
"10967","Phyllodytes maculosus","Phyllodytes","Hylidae",NA,1,NA,"species"
"10968","Phyllodytes megatympanum","Phyllodytes","Hylidae",NA,1,NA,"species"
"10969","Phyllodytes melanomystax","Phyllodytes","Hylidae",NA,2,NA,"species"
"10970","Phyllodytes tuberculosus","Phyllodytes","Hylidae",NA,1,NA,"species"
"10971","Phyllodytes wuchereri","Phyllodytes","Hylidae",NA,2,NA,"species"
"10972","Phyllodytes sp. 1 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10973","Phyllodytes sp. 2 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10974","Phyllodytes sp. 4 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10975","Phyllodytes sp. 5 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10976","Phyllodytes sp. 6 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10977","Phyllodytes sp. 7 BLB-2020","Phyllodytes","Hylidae",NA,1,NA,"species"
"10978","Trachycephalus atlas","Trachycephalus","Hylidae",NA,1,NA,"species"
"10979","Trachycephalus helioi","Trachycephalus","Hylidae",NA,1,NA,"species"
"10980","Trachycephalus lepidus","Trachycephalus","Hylidae",NA,1,NA,"species"
"10981","Trachycephalus mambaiensis","Trachycephalus","Hylidae",NA,1,NA,"species"
"10982","Trachycephalus venezolanus","Trachycephalus","Hylidae",NA,1,NA,"species"
"10983","Sphyraena pinguis","Sphyraena","Sphyraenidae",NA,1,NA,"species"
"10984","Pseudotolithus typus","Pseudotolithus","Sciaenidae",NA,2,NA,"species"
"10985","Chelonoidis porteri","Chelonoidis","Testudinidae",NA,1,NA,"species"
"10986","Cossypha semirufa","Cossypha","Muscicapidae",NA,4,NA,"species"
"10987","Melaenornis chocolatinus","Melaenornis","Muscicapidae",NA,2,NA,"species"
"10988","Parophasma galinieri","Parophasma","Timaliidae",NA,3,NA,"species"
"10989","Turdus abyssinicus","Turdus","Turdidae",NA,3,NA,"species"
"10990","Zosterops poliogastrus","Zosterops","Zosteropidae",NA,1,NA,"species"
"10991","Gerres decacanthus","Gerres","Gerreidae",NA,1,NA,"species"
"10992","Hippocampus nalu","Hippocampus","Syngnathidae",NA,1,NA,"species"
"10993","Thymallus aeliani","Thymallus","Salmonidae",NA,1,NA,"species"
"10994","Thymallus nikolskyi","Thymallus","Salmonidae",NA,1,NA,"species"
"10995","Chlorophonia flavirostris","Chlorophonia","Fringillidae",NA,1,NA,"species"
"10996","Euphonia saturata","Euphonia","Fringillidae",NA,1,NA,"species"
"10997",NA,"Euphonia","Fringillidae",NA,2,NA,"genus"
"10998","Euphonia chlorotica","Euphonia","Fringillidae",NA,1,NA,"species"
"10999","Euphonia chrysopasta","Euphonia","Fringillidae",NA,1,NA,"species"
"11000","Euphonia violacea","Euphonia","Fringillidae",NA,1,NA,"species"
"11001","Euphonia xanthogaster","Euphonia","Fringillidae",NA,2,NA,"species"
"11002","Chlorophonia callophrys","Chlorophonia","Fringillidae",NA,1,NA,"species"
"11003","Euphonia rufiventris","Euphonia","Fringillidae",NA,1,NA,"species"
"11004","Euphonia hirundinacea","Euphonia","Fringillidae",NA,1,NA,"species"
"11005","Euphonia finschi","Euphonia","Fringillidae",NA,1,NA,"species"
"11006","Euphonia jamaica","Euphonia","Fringillidae",NA,1,NA,"species"
"11007","Euphonia elegantissima","Euphonia","Fringillidae",NA,1,NA,"species"
"11008","Euphonia minuta","Euphonia","Fringillidae",NA,1,NA,"species"
"11009","Euphonia pectoralis","Euphonia","Fringillidae",NA,1,NA,"species"
"11010","Euphonia anneae","Euphonia","Fringillidae",NA,1,NA,"species"
"11011","Chlorophonia cyanea","Chlorophonia","Fringillidae",NA,1,NA,"species"
"11012","Chlorophonia pyrrhophrys","Chlorophonia","Fringillidae",NA,1,NA,"species"
"11013","Euphonia cyanocephala","Euphonia","Fringillidae",NA,1,NA,"species"
"11014","Euphonia musica","Euphonia","Fringillidae",NA,1,NA,"species"
"11015","Euphonia plumbea","Euphonia","Fringillidae",NA,1,NA,"species"
"11016","Euphonia gouldi","Euphonia","Fringillidae",NA,1,NA,"species"
"11017","Euphonia laniirostris","Euphonia","Fringillidae",NA,1,NA,"species"
"11018","Euphonia cayennensis","Euphonia","Fringillidae",NA,1,NA,"species"
"11019","Euphonia mesochrysa","Euphonia","Fringillidae",NA,1,NA,"species"
"11020",NA,"Hypostomus","Loricariidae",NA,1,NA,"genus"
"11021","Hydrolagus affinis","Hydrolagus","Chimaeridae",NA,1,NA,"species"
"11022","Carcharhinus amblyrhynchos","Carcharhinus","Carcharhinidae",NA,1,NA,"species"
"11023","Carcharhinus albimarginatus","Carcharhinus","Carcharhinidae",NA,1,NA,"species"
"11024","Clarias macrocephalus","Clarias","Clariidae",NA,1,NA,"species"
"11025","Cynoglossus nanhaiensis","Cynoglossus","Cynoglossidae",NA,1,NA,"species"
"11026","Macrourus whitsoni","Macrourus","Macrouridae",NA,1,NA,"species"
"11027","Prolixicheilus longisulcus","Prolixicheilus","Cyprinidae",NA,1,NA,"species"
"11028","Balitora ludongensis","Balitora","Balitoridae",NA,1,NA,"species"
"11029","Rigidipenna inexpectata","Rigidipenna","Podargidae",NA,1,NA,"species"
"11030","Podargus papuensis","Podargus","Podargidae",NA,1,NA,"species"
"11031","Batrachostomus cornutus","Batrachostomus","Batrachostomatidae",NA,1,NA,"species"
"11032","Petroica multicolor","Petroica","Petroicidae",NA,1,NA,"species"
"11033","Calidris canutus","Calidris","Scolopacidae",NA,1,NA,"species"
"11034","Prionobrama filigera","Prionobrama","Characidae",NA,1,NA,"species"
"11035","Aphyocharax rathbuni","Aphyocharax","Characidae",NA,1,NA,"species"
"11036","Hyphessobrycon herbertaxelrodi","Hyphessobrycon","Characidae",NA,1,NA,"species"
"11037","Hyphessobrycon megalopterus","Hyphessobrycon","Characidae",NA,1,NA,"species"
"11038","Limosa haemastica","Limosa","Scolopacidae",NA,1,NA,"species"
"11039","Muraenolepis orangiensis","Muraenolepis","Muraenolepididae",NA,1,NA,"species"
"11040","Neodontobutis hainanensis","Neodontobutis","Odontobutidae",NA,1,NA,"species"
"11041","Menticirrhus littoralis","Menticirrhus","Sciaenidae",NA,1,NA,"species"
"11042","Aethotaxis mitopteryx","Aethotaxis","Nototheniidae",NA,1,NA,"species"
"11043","Onychostoma lepturum","Onychostoma","Cyprinidae",NA,2,NA,"species"
"11044","Lepturacanthus savala","Lepturacanthus","Trichiuridae",NA,1,NA,"species"
"11045","Dasyatis tortonesei","Dasyatis","Dasyatidae",NA,2,NA,"species"
"11046","Gymnura altavela","Gymnura","Gymnuridae",NA,1,NA,"species"
"11047","Bronchocela cristatella","Bronchocela","Agamidae",NA,1,NA,"species"
"11048",NA,"Bronchocela","Agamidae",NA,1,NA,"genus"
"11049","Calotes sp.","Calotes","Agamidae",NA,1,NA,"species"
"11050","Phoxophrys sp.","Phoxophrys","Agamidae",NA,1,NA,"species"
"11051","Orientocoluber spinalis","Orientocoluber","Colubridae",NA,1,NA,"species"
"11052","Otocinclus affinis","Otocinclus","Loricariidae",NA,1,NA,"species"
"11053","Parabotia lijiangensis","Parabotia","Botiidae",NA,1,NA,"species"
"11054","Dario dario","Dario","Badidae",NA,1,NA,"species"
"11055","Phoenicurus frontalis","Phoenicurus","Muscicapidae",NA,1,NA,"species"
"11056","Sinocyclocheilus longibarbatus","Sinocyclocheilus","Cyprinidae",NA,1,NA,"species"
"11057","Heros severus","Heros","Cichlidae",NA,1,NA,"species"
"11058","Rhinogobius formosanus","Rhinogobius","Gobiidae",NA,1,NA,"species"
"11059","Boana pombali","Boana","Hylidae",NA,2,NA,"species"
"11060","Hybognathus amarus","Hybognathus","Leuciscidae",NA,1,NA,"species"
"11061","Pseudopaludicola coracoralinae","Pseudopaludicola","Leptodactylidae",NA,1,NA,"species"
"11062","Pseudopaludicola jazmynmcdonaldae","Pseudopaludicola","Leptodactylidae",NA,1,NA,"species"
"11063","Pseudopaludicola restinga","Pseudopaludicola","Leptodactylidae",NA,1,NA,"species"
"11064","Sebastes viviparus","Sebastes","Sebastidae",NA,1,NA,"species"
"11065","Taurulus bubalis","Taurulus","Cottidae",NA,1,NA,"species"
"11066","Pholis gunnellus","Pholis","Pholidae",NA,1,NA,"species"
"11067","Schedophilus medusophagus","Schedophilus","Centrolophidae",NA,1,NA,"species"
"11068","Glyptocephalus cynoglossus","Glyptocephalus","Pleuronectidae",NA,1,NA,"species"
"11069","Echiichthys vipera","Echiichthys","Trachinidae",NA,1,2,"species"
"11070","Chirolophis ascanii","Chirolophis","Stichaeidae",NA,1,NA,"species"
"11071","Argentina sphyraena","Argentina","Argentinidae",NA,1,NA,"species"
"11072","Emys orbicularis","Emys","Emydidae",NA,1,NA,"species"
"11073","Gymnammodytes semisquamatus","Gymnammodytes","Ammodytidae",NA,1,2,"species"
"11074","Ptilorrhoa caerulescens","Ptilorrhoa","Cinclosomatidae",NA,1,NA,"species"
"11075","Cinclosoma punctatum","Cinclosoma","Cinclosomatidae",NA,1,NA,"species"
"11076","Cinclosoma clarum","Cinclosoma","Cinclosomatidae",NA,3,NA,"species"
"11077",NA,"Cinclosoma","Cinclosomatidae",NA,1,NA,"genus"
"11078","Astyanax lacustris","Astyanax","Characidae",NA,1,NA,"species"
"11079","Brycon nattereri","Brycon","Bryconidae",NA,1,NA,"species"
"11080","Psittacula cyanocephala","Psittacula","Psittacidae",NA,1,NA,"species"
"11081","Pterocryptis anomala","Pterocryptis","Siluridae",NA,1,NA,"species"
"11082","Ophisternon candidum","Ophisternon","Synbranchidae",NA,1,NA,"species"
"11083","Hirundo atrocaerulea","Hirundo","Hirundinidae",NA,1,NA,"species"
"11084","Sitta villosa","Sitta","Sittidae",NA,1,NA,"species"
"11085","Acanthorhynchus tenuirostris","Acanthorhynchus","Meliphagidae",NA,1,NA,"species"
"11086","Limnonectes kiziriani","Limnonectes","Dicroglossidae",NA,1,NA,"species"
"11087","Hyphessobrycon amandae","Hyphessobrycon","Characidae",NA,1,NA,"species"
"11088","Hemigrammus erythrozonus","Hemigrammus","Characidae",NA,1,NA,"species"
"11089","Notropis simus","Notropis","Leuciscidae",NA,1,NA,"species"
"11090","Catostomus discobolus","Catostomus","Catostomidae",NA,2,NA,"species"
"11091","Dionda diaboli","Dionda","Leuciscidae",NA,1,NA,"species"
"11092","Cyprinella lutrensis","Cyprinella","Leuciscidae",NA,1,NA,"species"
"11093","Dendropsophus timbeba","Dendropsophus","Hylidae",NA,1,NA,"species"
"11094","Dendropsophus bogerti","Dendropsophus","Hylidae",NA,1,NA,"species"
"11095","Dendropsophus columbianus","Dendropsophus","Hylidae",NA,2,NA,"species"
"11096","Dendropsophus pauiniensis","Dendropsophus","Hylidae",NA,1,NA,"species"
"11097","Dendropsophus garagoensis","Dendropsophus","Hylidae",NA,2,NA,"species"
"11098","Dendropsophus padreluna","Dendropsophus","Hylidae",NA,1,NA,"species"
"11099","Dendropsophus virolinensis","Dendropsophus","Hylidae",NA,1,NA,"species"
"11100","Dendropsophus praestans","Dendropsophus","Hylidae",NA,1,NA,"species"
"11101","Dendropsophus subocularis","Dendropsophus","Hylidae",NA,1,NA,"species"
"11102","Dendropsophus bokermanni","Dendropsophus","Hylidae",NA,1,NA,"species"
"11103","Dendropsophus luteoocellatus","Dendropsophus","Hylidae",NA,1,NA,"species"
"11104","Dendropsophus yaracuyanus","Dendropsophus","Hylidae",NA,1,NA,"species"
"11105","Dendropsophus leali","Dendropsophus","Hylidae",NA,1,NA,"species"
"11106","Dendropsophus joannae","Dendropsophus","Hylidae",NA,1,NA,"species"
"11107","Dendropsophus robertmertensi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11108","Dendropsophus sartori","Dendropsophus","Hylidae",NA,1,NA,"species"
"11109","Dendropsophus riveroi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11110","Dendropsophus gaucheri","Dendropsophus","Hylidae",NA,1,NA,"species"
"11111","Dendropsophus reichlei","Dendropsophus","Hylidae",NA,1,NA,"species"
"11112","Dendropsophus coffea","Dendropsophus","Hylidae",NA,1,NA,"species"
"11113","Dendropsophus shiwiarum","Dendropsophus","Hylidae",NA,2,NA,"species"
"11114","Dendropsophus juliani","Dendropsophus","Hylidae",NA,1,NA,"species"
"11115","Dendropsophus branneri","Dendropsophus","Hylidae",NA,3,NA,"species"
"11116","Dendropsophus cruzi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11117","Dendropsophus minusculus","Dendropsophus","Hylidae",NA,2,NA,"species"
